index,Place Name,Place ID,Place Sequence,Boardings,Alightings,Load,time,day,line,direction,per,level
6177,Jackson Square,B.70006,17,2,8.2,33,9am-10am,Tuesday,Orange Line,Southbound,6,placeholder
6178,Stony Brook,B.70004,18,1,6.3,31,9am-10am,Tuesday,Orange Line,Southbound,5,placeholder
6179,Green Street,B.70002,19,1,7.9,24,9am-10am,Tuesday,Orange Line,Southbound,4,placeholder
6180,Forest Hills,B.Forest Hills-02,20,0,23.5,0,9am-10am,Tuesday,Orange Line,Southbound,0,placeholder
6181,Oak Grove,B.Oak Grove-02,1,24,0,24,10am-11am,Tuesday,Orange Line,Southbound,4,placeholder
6182,Malden Center,B.70034,2,42,0.5,64,10am-11am,Tuesday,Orange Line,Southbound,11,placeholder
6183,Wellington,B.70032,3,22,1.2,84,10am-11am,Tuesday,Orange Line,Southbound,14,placeholder
6184,Assembly,B.70278,4,13,3.6,103,10am-11am,Tuesday,Orange Line,Southbound,17,placeholder
6185,Sullivan Square,B.70030,5,30,3.3,119,10am-11am,Tuesday,Orange Line,Southbound,20,placeholder
6186,Community College,B.70028,6,11,6.6,123,10am-11am,Tuesday,Orange Line,Southbound,20,placeholder
6187,North Station,B.70026,7,15,20.9,131,10am-11am,Tuesday,Orange Line,Southbound,22,placeholder
6188,Haymarket,B.70024,8,12,10.6,149,10am-11am,Tuesday,Orange Line,Southbound,25,placeholder
6189,State,B.70022,9,26,23.5,135,10am-11am,Tuesday,Orange Line,Southbound,22,placeholder
6190,Downtown Crossing,B.70020,10,30,36.4,115,10am-11am,Tuesday,Orange Line,Southbound,19,placeholder
6191,Chinatown,B.70018,11,5,18.1,102,10am-11am,Tuesday,Orange Line,Southbound,17,placeholder
6192,Tufts Medical Center,B.70016,12,6,19.9,88,10am-11am,Tuesday,Orange Line,Southbound,15,placeholder
6193,Back Bay,B.70014,13,7,34.2,60,10am-11am,Tuesday,Orange Line,Southbound,10,placeholder
6194,Massachusetts Avenue,B.70012,14,4,9.5,49,10am-11am,Tuesday,Orange Line,Southbound,8,placeholder
6195,Ruggles,B.70010,15,4,11.8,41,10am-11am,Tuesday,Orange Line,Southbound,7,placeholder
6196,Roxbury Crossing,B.70008,16,3,9.3,39,10am-11am,Tuesday,Orange Line,Southbound,6,placeholder
6197,Jackson Square,B.70006,17,1,8.4,32,10am-11am,Tuesday,Orange Line,Southbound,5,placeholder
6198,Stony Brook,B.70004,18,0,6,24,10am-11am,Tuesday,Orange Line,Southbound,4,placeholder
6199,Green Street,B.70002,19,0,7.4,17,10am-11am,Tuesday,Orange Line,Southbound,3,placeholder
6200,Forest Hills,B.Forest Hills-02,20,0,16.8,0,10am-11am,Tuesday,Orange Line,Southbound,0,placeholder
6201,Oak Grove,B.Oak Grove-02,1,11,0,11,11am-12pm,Tuesday,Orange Line,Southbound,2,placeholder
6202,Malden Center,B.70034,2,32,0.5,43,11am-12pm,Tuesday,Orange Line,Southbound,7,placeholder
6203,Wellington,B.70032,3,17,0.8,59,11am-12pm,Tuesday,Orange Line,Southbound,10,placeholder
6204,Assembly,B.70278,4,9,3.1,61,11am-12pm,Tuesday,Orange Line,Southbound,10,placeholder
6205,Sullivan Square,B.70030,5,22,2.4,85,11am-12pm,Tuesday,Orange Line,Southbound,14,placeholder
6206,Community College,B.70028,6,12,3,94,11am-12pm,Tuesday,Orange Line,Southbound,16,placeholder
6207,North Station,B.70026,7,13,15.4,92,11am-12pm,Tuesday,Orange Line,Southbound,15,placeholder
6208,Haymarket,B.70024,8,12,4.8,93,11am-12pm,Tuesday,Orange Line,Southbound,16,placeholder
6209,State,B.70022,9,20,17,96,11am-12pm,Tuesday,Orange Line,Southbound,16,placeholder
6210,Downtown Crossing,B.70020,10,24,31.6,96,11am-12pm,Tuesday,Orange Line,Southbound,16,placeholder
6211,Chinatown,B.70018,11,6,15.7,86,11am-12pm,Tuesday,Orange Line,Southbound,14,placeholder
6212,Tufts Medical Center,B.70016,12,7,15.6,77,11am-12pm,Tuesday,Orange Line,Southbound,13,placeholder
6213,Back Bay,B.70014,13,10,26.7,67,11am-12pm,Tuesday,Orange Line,Southbound,11,placeholder
6214,Massachusetts Avenue,B.70012,14,6,9.7,63,11am-12pm,Tuesday,Orange Line,Southbound,10,placeholder
6215,Ruggles,B.70010,15,4,16.3,56,11am-12pm,Tuesday,Orange Line,Southbound,9,placeholder
6216,Roxbury Crossing,B.70008,16,4,8.9,47,11am-12pm,Tuesday,Orange Line,Southbound,8,placeholder
6217,Jackson Square,B.70006,17,2,9.8,43,11am-12pm,Tuesday,Orange Line,Southbound,7,placeholder
6218,Stony Brook,B.70004,18,1,9.6,34,11am-12pm,Tuesday,Orange Line,Southbound,6,placeholder
6219,Green Street,B.70002,19,0,7.6,27,11am-12pm,Tuesday,Orange Line,Southbound,4,placeholder
6220,Forest Hills,B.Forest Hills-02,20,0,29.3,0,11am-12pm,Tuesday,Orange Line,Southbound,0,placeholder
6221,Oak Grove,B.Oak Grove-02,1,12,0,12,12pm-1pm,Tuesday,Orange Line,Southbound,2,placeholder
6222,Malden Center,B.70034,2,34,0.7,46,12pm-1pm,Tuesday,Orange Line,Southbound,8,placeholder
6223,Wellington,B.70032,3,15,1.4,64,12pm-1pm,Tuesday,Orange Line,Southbound,11,placeholder
6224,Assembly,B.70278,4,13,2.9,74,12pm-1pm,Tuesday,Orange Line,Southbound,12,placeholder
6225,Sullivan Square,B.70030,5,23,2.4,87,12pm-1pm,Tuesday,Orange Line,Southbound,14,placeholder
6226,Community College,B.70028,6,21,2.7,106,12pm-1pm,Tuesday,Orange Line,Southbound,18,placeholder
6227,North Station,B.70026,7,20,17.1,119,12pm-1pm,Tuesday,Orange Line,Southbound,20,placeholder
6228,Haymarket,B.70024,8,15,6.4,127,12pm-1pm,Tuesday,Orange Line,Southbound,21,placeholder
6229,State,B.70022,9,31,26,132,12pm-1pm,Tuesday,Orange Line,Southbound,22,placeholder
6230,Downtown Crossing,B.70020,10,35,35.3,120,12pm-1pm,Tuesday,Orange Line,Southbound,20,placeholder
6231,Chinatown,B.70018,11,6,18.9,119,12pm-1pm,Tuesday,Orange Line,Southbound,20,placeholder
6232,Tufts Medical Center,B.70016,12,9,25.9,116,12pm-1pm,Tuesday,Orange Line,Southbound,19,placeholder
6233,Back Bay,B.70014,13,13,34.4,94,12pm-1pm,Tuesday,Orange Line,Southbound,16,placeholder
6234,Massachusetts Avenue,B.70012,14,8,13.5,88,12pm-1pm,Tuesday,Orange Line,Southbound,15,placeholder
6235,Ruggles,B.70010,15,3,17.6,65,12pm-1pm,Tuesday,Orange Line,Southbound,11,placeholder
6236,Roxbury Crossing,B.70008,16,5,11.1,58,12pm-1pm,Tuesday,Orange Line,Southbound,10,placeholder
6237,Jackson Square,B.70006,17,2,11.9,48,12pm-1pm,Tuesday,Orange Line,Southbound,8,placeholder
6238,Stony Brook,B.70004,18,0,10.4,33,12pm-1pm,Tuesday,Orange Line,Southbound,6,placeholder
6239,Green Street,B.70002,19,0,8.4,26,12pm-1pm,Tuesday,Orange Line,Southbound,4,placeholder
6240,Forest Hills,B.Forest Hills-02,20,0,23.4,0,12pm-1pm,Tuesday,Orange Line,Southbound,0,placeholder
6241,Oak Grove,B.Oak Grove-02,1,14,0,14,1pm-2pm,Tuesday,Orange Line,Southbound,2,placeholder
6242,Malden Center,B.70034,2,33,0.6,47,1pm-2pm,Tuesday,Orange Line,Southbound,8,placeholder
6243,Wellington,B.70032,3,19,0.9,62,1pm-2pm,Tuesday,Orange Line,Southbound,10,placeholder
6244,Assembly,B.70278,4,12,2.8,70,1pm-2pm,Tuesday,Orange Line,Southbound,12,placeholder
6245,Sullivan Square,B.70030,5,27,2.8,94,1pm-2pm,Tuesday,Orange Line,Southbound,16,placeholder
6246,Community College,B.70028,6,15,4.6,123,1pm-2pm,Tuesday,Orange Line,Southbound,20,placeholder
6247,North Station,B.70026,7,14,19.2,98,1pm-2pm,Tuesday,Orange Line,Southbound,16,placeholder
6248,Haymarket,B.70024,8,14,6.2,105,1pm-2pm,Tuesday,Orange Line,Southbound,18,placeholder
6249,State,B.70022,9,24,19.9,108,1pm-2pm,Tuesday,Orange Line,Southbound,18,placeholder
6250,Downtown Crossing,B.70020,10,33,31.7,109,1pm-2pm,Tuesday,Orange Line,Southbound,18,placeholder
6251,Chinatown,B.70018,11,8,11.4,98,1pm-2pm,Tuesday,Orange Line,Southbound,16,placeholder
6252,Tufts Medical Center,B.70016,12,8,16.7,89,1pm-2pm,Tuesday,Orange Line,Southbound,15,placeholder
6253,Back Bay,B.70014,13,14,25.1,78,1pm-2pm,Tuesday,Orange Line,Southbound,13,placeholder
6254,Massachusetts Avenue,B.70012,14,6,9.3,74,1pm-2pm,Tuesday,Orange Line,Southbound,12,placeholder
6255,Ruggles,B.70010,15,4,13.9,65,1pm-2pm,Tuesday,Orange Line,Southbound,11,placeholder
6256,Roxbury Crossing,B.70008,16,6,8.1,62,1pm-2pm,Tuesday,Orange Line,Southbound,10,placeholder
6257,Jackson Square,B.70006,17,2,11.8,48,1pm-2pm,Tuesday,Orange Line,Southbound,8,placeholder
6258,Stony Brook,B.70004,18,0,10.2,42,1pm-2pm,Tuesday,Orange Line,Southbound,7,placeholder
6259,Green Street,B.70002,19,0,9.1,33,1pm-2pm,Tuesday,Orange Line,Southbound,6,placeholder
6260,Forest Hills,B.Forest Hills-02,20,0,35.7,0,1pm-2pm,Tuesday,Orange Line,Southbound,0,placeholder
6261,Oak Grove,B.Oak Grove-02,1,10,0,10,2pm-3pm,Tuesday,Orange Line,Southbound,2,placeholder
6262,Malden Center,B.70034,2,36,0.4,46,2pm-3pm,Tuesday,Orange Line,Southbound,8,placeholder
6263,Wellington,B.70032,3,14,0.7,55,2pm-3pm,Tuesday,Orange Line,Southbound,9,placeholder
6264,Assembly,B.70278,4,13,4,69,2pm-3pm,Tuesday,Orange Line,Southbound,12,placeholder
6265,Sullivan Square,B.70030,5,29,2.2,102,2pm-3pm,Tuesday,Orange Line,Southbound,17,placeholder
6266,Community College,B.70028,6,25,3.5,114,2pm-3pm,Tuesday,Orange Line,Southbound,19,placeholder
6267,North Station,B.70026,7,17,16.8,115,2pm-3pm,Tuesday,Orange Line,Southbound,19,placeholder
6268,Haymarket,B.70024,8,20,6.8,128,2pm-3pm,Tuesday,Orange Line,Southbound,21,placeholder
6269,State,B.70022,9,37,27.4,137,2pm-3pm,Tuesday,Orange Line,Southbound,23,placeholder
6270,Downtown Crossing,B.70020,10,45,37.9,144,2pm-3pm,Tuesday,Orange Line,Southbound,24,placeholder
6271,Chinatown,B.70018,11,10,15.7,151,2pm-3pm,Tuesday,Orange Line,Southbound,25,placeholder
6272,Tufts Medical Center,B.70016,12,13,20.9,131,2pm-3pm,Tuesday,Orange Line,Southbound,22,placeholder
6273,Back Bay,B.70014,13,25,37.6,118,2pm-3pm,Tuesday,Orange Line,Southbound,20,placeholder
6274,Massachusetts Avenue,B.70012,14,9,13.9,113,2pm-3pm,Tuesday,Orange Line,Southbound,19,placeholder
6275,Ruggles,B.70010,15,14,20.4,117,2pm-3pm,Tuesday,Orange Line,Southbound,20,placeholder
6276,Roxbury Crossing,B.70008,16,25,15.6,138,2pm-3pm,Tuesday,Orange Line,Southbound,23,placeholder
6277,Jackson Square,B.70006,17,2,24.5,116,2pm-3pm,Tuesday,Orange Line,Southbound,19,placeholder
6278,Stony Brook,B.70004,18,1,21.1,86,2pm-3pm,Tuesday,Orange Line,Southbound,14,placeholder
6279,Green Street,B.70002,19,2,16.5,71,2pm-3pm,Tuesday,Orange Line,Southbound,12,placeholder
6280,Forest Hills,B.Forest Hills-02,20,0,65.2,0,2pm-3pm,Tuesday,Orange Line,Southbound,0,placeholder
6281,Oak Grove,B.Oak Grove-02,1,10,0,10,3pm-4pm,Tuesday,Orange Line,Southbound,2,placeholder
6282,Malden Center,B.70034,2,29,0.4,38,3pm-4pm,Tuesday,Orange Line,Southbound,6,placeholder
6283,Wellington,B.70032,3,20,1,62,3pm-4pm,Tuesday,Orange Line,Southbound,10,placeholder
6284,Assembly,B.70278,4,11,3.7,69,3pm-4pm,Tuesday,Orange Line,Southbound,12,placeholder
6285,Sullivan Square,B.70030,5,31,3.2,89,3pm-4pm,Tuesday,Orange Line,Southbound,15,placeholder
6286,Community College,B.70028,6,15,1.8,102,3pm-4pm,Tuesday,Orange Line,Southbound,17,placeholder
6287,North Station,B.70026,7,25,19.3,108,3pm-4pm,Tuesday,Orange Line,Southbound,18,placeholder
6288,Haymarket,B.70024,8,20,7.2,121,3pm-4pm,Tuesday,Orange Line,Southbound,20,placeholder
6289,State,B.70022,9,38,24.6,169,3pm-4pm,Tuesday,Orange Line,Southbound,28,placeholder
6290,Downtown Crossing,B.70020,10,48,44.8,172,3pm-4pm,Tuesday,Orange Line,Southbound,29,placeholder
6291,Chinatown,B.70018,11,8,15.7,143,3pm-4pm,Tuesday,Orange Line,Southbound,24,placeholder
6292,Tufts Medical Center,B.70016,12,19,17,145,3pm-4pm,Tuesday,Orange Line,Southbound,24,placeholder
6293,Back Bay,B.70014,13,24,38.4,114,3pm-4pm,Tuesday,Orange Line,Southbound,19,placeholder
6294,Massachusetts Avenue,B.70012,14,15,13.5,130,3pm-4pm,Tuesday,Orange Line,Southbound,22,placeholder
6295,Ruggles,B.70010,15,11,21.2,105,3pm-4pm,Tuesday,Orange Line,Southbound,18,placeholder
6296,Roxbury Crossing,B.70008,16,9,11.7,92,3pm-4pm,Tuesday,Orange Line,Southbound,15,placeholder
6297,Jackson Square,B.70006,17,2,15.5,88,3pm-4pm,Tuesday,Orange Line,Southbound,15,placeholder
6298,Stony Brook,B.70004,18,2,19.8,81,3pm-4pm,Tuesday,Orange Line,Southbound,14,placeholder
6299,Green Street,B.70002,19,1,16.8,65,3pm-4pm,Tuesday,Orange Line,Southbound,11,placeholder
6300,Forest Hills,B.Forest Hills-02,20,0,65.2,0,3pm-4pm,Tuesday,Orange Line,Southbound,0,placeholder
6301,Oak Grove,B.Oak Grove-02,1,13,0,13,4pm-5pm,Tuesday,Orange Line,Southbound,2,placeholder
6302,Malden Center,B.70034,2,37,0.8,49,4pm-5pm,Tuesday,Orange Line,Southbound,8,placeholder
6303,Wellington,B.70032,3,28,0.9,76,4pm-5pm,Tuesday,Orange Line,Southbound,13,placeholder
6304,Assembly,B.70278,4,28,5.2,98,4pm-5pm,Tuesday,Orange Line,Southbound,16,placeholder
6305,Sullivan Square,B.70030,5,46,6.1,147,4pm-5pm,Tuesday,Orange Line,Southbound,24,placeholder
6306,Community College,B.70028,6,28,3.1,149,4pm-5pm,Tuesday,Orange Line,Southbound,25,placeholder
6307,North Station,B.70026,7,43,22.6,182,4pm-5pm,Tuesday,Orange Line,Southbound,30,placeholder
6308,Haymarket,B.70024,8,35,9.8,207,4pm-5pm,Tuesday,Orange Line,Southbound,34,placeholder
6309,State,B.70022,9,73,35.5,229,4pm-5pm,Tuesday,Orange Line,Southbound,38,placeholder
6310,Downtown Crossing,B.70020,10,62,51.9,239,4pm-5pm,Tuesday,Orange Line,Southbound,40,placeholder
6311,Chinatown,B.70018,11,16,18.2,237,4pm-5pm,Tuesday,Orange Line,Southbound,40,placeholder
6312,Tufts Medical Center,B.70016,12,31,24.5,243,4pm-5pm,Tuesday,Orange Line,Southbound,40,placeholder
6313,Back Bay,B.70014,13,48,62.5,228,4pm-5pm,Tuesday,Orange Line,Southbound,38,placeholder
6314,Massachusetts Avenue,B.70012,14,19,19.4,228,4pm-5pm,Tuesday,Orange Line,Southbound,38,placeholder
6315,Ruggles,B.70010,15,28,40.3,235,4pm-5pm,Tuesday,Orange Line,Southbound,39,placeholder
6316,Roxbury Crossing,B.70008,16,12,26.2,221,4pm-5pm,Tuesday,Orange Line,Southbound,37,placeholder
6317,Jackson Square,B.70006,17,4,27.3,166,4pm-5pm,Tuesday,Orange Line,Southbound,28,placeholder
6318,Stony Brook,B.70004,18,2,37.7,130,4pm-5pm,Tuesday,Orange Line,Southbound,22,placeholder
6319,Green Street,B.70002,19,2,38.5,115,4pm-5pm,Tuesday,Orange Line,Southbound,19,placeholder
6320,Forest Hills,B.Forest Hills-02,20,0,125.5,0,4pm-5pm,Tuesday,Orange Line,Southbound,0,placeholder
6321,Oak Grove,B.Oak Grove-02,1,11,0,11,5pm-6pm,Tuesday,Orange Line,Southbound,2,placeholder
6322,Malden Center,B.70034,2,28,1.1,38,5pm-6pm,Tuesday,Orange Line,Southbound,6,placeholder
6323,Wellington,B.70032,3,20,0.6,61,5pm-6pm,Tuesday,Orange Line,Southbound,10,placeholder
6324,Assembly,B.70278,4,23,4.8,79,5pm-6pm,Tuesday,Orange Line,Southbound,13,placeholder
6325,Sullivan Square,B.70030,5,30,4.4,97,5pm-6pm,Tuesday,Orange Line,Southbound,16,placeholder
6326,Community College,B.70028,6,22,2.8,116,5pm-6pm,Tuesday,Orange Line,Southbound,19,placeholder
6327,North Station,B.70026,7,40,17.2,139,5pm-6pm,Tuesday,Orange Line,Southbound,23,placeholder
6328,Haymarket,B.70024,8,30,6.7,162,5pm-6pm,Tuesday,Orange Line,Southbound,27,placeholder
6329,State,B.70022,9,74,22.8,228,5pm-6pm,Tuesday,Orange Line,Southbound,38,placeholder
6330,Downtown Crossing,B.70020,10,63,44.1,227,5pm-6pm,Tuesday,Orange Line,Southbound,38,placeholder
6331,Chinatown,B.70018,11,15,12.4,230,5pm-6pm,Tuesday,Orange Line,Southbound,38,placeholder
6332,Tufts Medical Center,B.70016,12,21,17.2,233,5pm-6pm,Tuesday,Orange Line,Southbound,39,placeholder
6333,Back Bay,B.70014,13,43,50.1,226,5pm-6pm,Tuesday,Orange Line,Southbound,38,placeholder
6334,Massachusetts Avenue,B.70012,14,19,21,224,5pm-6pm,Tuesday,Orange Line,Southbound,37,placeholder
6335,Ruggles,B.70010,15,18,27.2,198,5pm-6pm,Tuesday,Orange Line,Southbound,33,placeholder
6336,Roxbury Crossing,B.70008,16,9,23.9,199,5pm-6pm,Tuesday,Orange Line,Southbound,33,placeholder
6337,Jackson Square,B.70006,17,2,22.8,179,5pm-6pm,Tuesday,Orange Line,Southbound,30,placeholder
6338,Stony Brook,B.70004,18,2,46.1,134,5pm-6pm,Tuesday,Orange Line,Southbound,22,placeholder
6339,Green Street,B.70002,19,2,38.1,98,5pm-6pm,Tuesday,Orange Line,Southbound,16,placeholder
6340,Forest Hills,B.Forest Hills-02,20,0,97.7,0,5pm-6pm,Tuesday,Orange Line,Southbound,0,placeholder
6341,Oak Grove,B.Oak Grove-02,1,8,0,8,6pm-7pm,Tuesday,Orange Line,Southbound,1,placeholder
6342,Malden Center,B.70034,2,13,0.7,21,6pm-7pm,Tuesday,Orange Line,Southbound,4,placeholder
6343,Wellington,B.70032,3,14,0.8,35,6pm-7pm,Tuesday,Orange Line,Southbound,6,placeholder
6344,Assembly,B.70278,4,14,4,45,6pm-7pm,Tuesday,Orange Line,Southbound,8,placeholder
6345,Sullivan Square,B.70030,5,18,2.9,64,6pm-7pm,Tuesday,Orange Line,Southbound,11,placeholder
6346,Community College,B.70028,6,13,2.1,75,6pm-7pm,Tuesday,Orange Line,Southbound,12,placeholder
6347,North Station,B.70026,7,24,11.8,80,6pm-7pm,Tuesday,Orange Line,Southbound,13,placeholder
6348,Haymarket,B.70024,8,22,3.9,98,6pm-7pm,Tuesday,Orange Line,Southbound,16,placeholder
6349,State,B.70022,9,40,13.2,125,6pm-7pm,Tuesday,Orange Line,Southbound,21,placeholder
6350,Downtown Crossing,B.70020,10,63,28.1,160,6pm-7pm,Tuesday,Orange Line,Southbound,27,placeholder
6351,Chinatown,B.70018,11,11,9.9,161,6pm-7pm,Tuesday,Orange Line,Southbound,27,placeholder
6352,Tufts Medical Center,B.70016,12,12,13.8,160,6pm-7pm,Tuesday,Orange Line,Southbound,27,placeholder
6353,Back Bay,B.70014,13,34,32.3,176,6pm-7pm,Tuesday,Orange Line,Southbound,29,placeholder
6354,Massachusetts Avenue,B.70012,14,12,16.4,172,6pm-7pm,Tuesday,Orange Line,Southbound,29,placeholder
6355,Ruggles,B.70010,15,9,19.1,162,6pm-7pm,Tuesday,Orange Line,Southbound,27,placeholder
6356,Roxbury Crossing,B.70008,16,8,20,150,6pm-7pm,Tuesday,Orange Line,Southbound,25,placeholder
6357,Jackson Square,B.70006,17,2,20.9,146,6pm-7pm,Tuesday,Orange Line,Southbound,24,placeholder
6358,Stony Brook,B.70004,18,2,45.5,119,6pm-7pm,Tuesday,Orange Line,Southbound,20,placeholder
6359,Green Street,B.70002,19,1,33.4,74,6pm-7pm,Tuesday,Orange Line,Southbound,12,placeholder
6360,Forest Hills,B.Forest Hills-02,20,0,74.3,0,6pm-7pm,Tuesday,Orange Line,Southbound,0,placeholder
6361,Oak Grove,B.Oak Grove-02,1,4,0,4,7pm-8pm,Tuesday,Orange Line,Southbound,1,placeholder
6362,Malden Center,B.70034,2,12,0.3,16,7pm-8pm,Tuesday,Orange Line,Southbound,3,placeholder
6363,Wellington,B.70032,3,10,0.8,25,7pm-8pm,Tuesday,Orange Line,Southbound,4,placeholder
6364,Assembly,B.70278,4,12,1.8,33,7pm-8pm,Tuesday,Orange Line,Southbound,6,placeholder
6365,Sullivan Square,B.70030,5,14,2.5,45,7pm-8pm,Tuesday,Orange Line,Southbound,8,placeholder
6366,Community College,B.70028,6,11,0.9,59,7pm-8pm,Tuesday,Orange Line,Southbound,10,placeholder
6367,North Station,B.70026,7,14,9.9,63,7pm-8pm,Tuesday,Orange Line,Southbound,10,placeholder
6368,Haymarket,B.70024,8,12,2.7,72,7pm-8pm,Tuesday,Orange Line,Southbound,12,placeholder
6369,State,B.70022,9,25,11.8,79,7pm-8pm,Tuesday,Orange Line,Southbound,13,placeholder
6370,Downtown Crossing,B.70020,10,42,18.7,102,7pm-8pm,Tuesday,Orange Line,Southbound,17,placeholder
6371,Chinatown,B.70018,11,12,8.1,106,7pm-8pm,Tuesday,Orange Line,Southbound,18,placeholder
6372,Tufts Medical Center,B.70016,12,11,9.3,118,7pm-8pm,Tuesday,Orange Line,Southbound,20,placeholder
6373,Back Bay,B.70014,13,23,18.9,111,7pm-8pm,Tuesday,Orange Line,Southbound,18,placeholder
6374,Massachusetts Avenue,B.70012,14,8,11.4,108,7pm-8pm,Tuesday,Orange Line,Southbound,18,placeholder
6375,Ruggles,B.70010,15,8,12.7,103,7pm-8pm,Tuesday,Orange Line,Southbound,17,placeholder
6376,Roxbury Crossing,B.70008,16,4,12.2,87,7pm-8pm,Tuesday,Orange Line,Southbound,14,placeholder
6377,Jackson Square,B.70006,17,2,12.4,69,7pm-8pm,Tuesday,Orange Line,Southbound,12,placeholder
6378,Stony Brook,B.70004,18,1,18.6,52,7pm-8pm,Tuesday,Orange Line,Southbound,9,placeholder
6379,Green Street,B.70002,19,1,15.6,37,7pm-8pm,Tuesday,Orange Line,Southbound,6,placeholder
6380,Forest Hills,B.Forest Hills-02,20,0,34.1,0,7pm-8pm,Tuesday,Orange Line,Southbound,0,placeholder
6381,Oak Grove,B.Oak Grove-02,1,3,0,3,8pm-9pm,Tuesday,Orange Line,Southbound,0,placeholder
6382,Malden Center,B.70034,2,7,0.4,9,8pm-9pm,Tuesday,Orange Line,Southbound,2,placeholder
6383,Wellington,B.70032,3,6,0.5,14,8pm-9pm,Tuesday,Orange Line,Southbound,2,placeholder
6384,Assembly,B.70278,4,9,1,23,8pm-9pm,Tuesday,Orange Line,Southbound,4,placeholder
6385,Sullivan Square,B.70030,5,11,1.5,33,8pm-9pm,Tuesday,Orange Line,Southbound,6,placeholder
6386,Community College,B.70028,6,8,0.4,37,8pm-9pm,Tuesday,Orange Line,Southbound,6,placeholder
6387,North Station,B.70026,7,11,6.8,45,8pm-9pm,Tuesday,Orange Line,Southbound,8,placeholder
6388,Haymarket,B.70024,8,11,1.6,54,8pm-9pm,Tuesday,Orange Line,Southbound,9,placeholder
6389,State,B.70022,9,17,12.2,64,8pm-9pm,Tuesday,Orange Line,Southbound,11,placeholder
6390,Downtown Crossing,B.70020,10,26,15.9,74,8pm-9pm,Tuesday,Orange Line,Southbound,12,placeholder
6391,Chinatown,B.70018,11,9,5.3,78,8pm-9pm,Tuesday,Orange Line,Southbound,13,placeholder
6392,Tufts Medical Center,B.70016,12,7,6.2,72,8pm-9pm,Tuesday,Orange Line,Southbound,12,placeholder
6393,Back Bay,B.70014,13,21,12.6,87,8pm-9pm,Tuesday,Orange Line,Southbound,14,placeholder
6394,Massachusetts Avenue,B.70012,14,8,8.3,87,8pm-9pm,Tuesday,Orange Line,Southbound,14,placeholder
6395,Ruggles,B.70010,15,9,11.6,84,8pm-9pm,Tuesday,Orange Line,Southbound,14,placeholder
6396,Roxbury Crossing,B.70008,16,4,9.8,88,8pm-9pm,Tuesday,Orange Line,Southbound,15,placeholder
6397,Jackson Square,B.70006,17,1,14.7,74,8pm-9pm,Tuesday,Orange Line,Southbound,12,placeholder
6398,Stony Brook,B.70004,18,1,21.3,54,8pm-9pm,Tuesday,Orange Line,Southbound,9,placeholder
6399,Green Street,B.70002,19,1,15.1,40,8pm-9pm,Tuesday,Orange Line,Southbound,7,placeholder
6400,Forest Hills,B.Forest Hills-02,20,0,44.5,0,8pm-9pm,Tuesday,Orange Line,Southbound,0,placeholder
6401,Oak Grove,B.Oak Grove-02,1,3,0,3,9pm-10pm,Tuesday,Orange Line,Southbound,0,placeholder
6402,Malden Center,B.70034,2,12,0.3,16,9pm-10pm,Tuesday,Orange Line,Southbound,3,placeholder
6403,Wellington,B.70032,3,6,0.4,19,9pm-10pm,Tuesday,Orange Line,Southbound,3,placeholder
6404,Assembly,B.70278,4,9,1.1,27,9pm-10pm,Tuesday,Orange Line,Southbound,4,placeholder
6405,Sullivan Square,B.70030,5,8,1.4,31,9pm-10pm,Tuesday,Orange Line,Southbound,5,placeholder
6406,Community College,B.70028,6,6,1.3,39,9pm-10pm,Tuesday,Orange Line,Southbound,6,placeholder
6407,North Station,B.70026,7,11,4.6,42,9pm-10pm,Tuesday,Orange Line,Southbound,7,placeholder
6408,Haymarket,B.70024,8,7,1.1,52,9pm-10pm,Tuesday,Orange Line,Southbound,9,placeholder
6409,State,B.70022,9,14,10.7,51,9pm-10pm,Tuesday,Orange Line,Southbound,8,placeholder
6410,Downtown Crossing,B.70020,10,19,11.9,58,9pm-10pm,Tuesday,Orange Line,Southbound,10,placeholder
6411,Chinatown,B.70018,11,9,3.3,64,9pm-10pm,Tuesday,Orange Line,Southbound,11,placeholder
6412,Tufts Medical Center,B.70016,12,4,4.8,64,9pm-10pm,Tuesday,Orange Line,Southbound,11,placeholder
6413,Back Bay,B.70014,13,13,8.1,63,9pm-10pm,Tuesday,Orange Line,Southbound,10,placeholder
6414,Massachusetts Avenue,B.70012,14,6,4.4,60,9pm-10pm,Tuesday,Orange Line,Southbound,10,placeholder
6415,Ruggles,B.70010,15,4,8,61,9pm-10pm,Tuesday,Orange Line,Southbound,10,placeholder
6416,Roxbury Crossing,B.70008,16,3,7.2,56,9pm-10pm,Tuesday,Orange Line,Southbound,9,placeholder
6417,Jackson Square,B.70006,17,1,9.6,48,9pm-10pm,Tuesday,Orange Line,Southbound,8,placeholder
6418,Stony Brook,B.70004,18,0,11.2,33,9pm-10pm,Tuesday,Orange Line,Southbound,6,placeholder
6419,Green Street,B.70002,19,0,9.1,24,9pm-10pm,Tuesday,Orange Line,Southbound,4,placeholder
6420,Forest Hills,B.Forest Hills-02,20,0,22.5,0,9pm-10pm,Tuesday,Orange Line,Southbound,0,placeholder
6421,Oak Grove,B.Oak Grove-02,1,2,0,2,10pm-11pm,Tuesday,Orange Line,Southbound,0,placeholder
6422,Malden Center,B.70034,2,5,0,6,10pm-11pm,Tuesday,Orange Line,Southbound,1,placeholder
